File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD13Q1_006__250m_16_days_NDVI_doy2001001_aid0001,_250m_16_days_NDVI,aid0001,2001-01-01,475581.0,-0.1631,0.9978,"(-0.1631,0.9978)",0.517,0.1644,0.027,0.6242,0.8894,0.5517,0.182,0.4473
MOD13Q1_006__250m_16_days_NDVI_doy2001017_aid0001,_250m_16_days_NDVI,aid0001,2001-01-17,474243.0,-0.1871,0.9974,"(-0.1871,0.9974)",0.4794,0.168,0.0282,0.5892,0.8635,0.5084,0.1317,0.4062
MOD13Q1_006__250m_16_days_NDVI_doy2001033_aid0001,_250m_16_days_NDVI,aid0001,2001-02-02,476142.0,-0.1971,0.986,"(-0.1971,0.986)",0.5168,0.1056,0.0111,0.5822,0.7781,0.5178,0.2557,0.4516
MOD13Q1_006__250m_16_days_NDVI_doy2001049_aid0001,_250m_16_days_NDVI,aid0001,2001-02-18,475152.0,-0.1834,0.9986,"(-0.1834,0.9986)",0.4094,0.1898,0.036,0.538,0.887,0.4552,-0.0436,0.305
MOD13Q1_006__250m_16_days_NDVI_doy2001065_aid0001,_250m_16_days_NDVI,aid0001,2001-03-06,475352.0,-0.1699,0.9957,"(-0.1699,0.9957)",0.4147,0.1827,0.0334,0.536,0.8471,0.4583,0.0175,0.3286
MOD13Q1_006__250m_16_days_NDVI_doy2001081_aid0001,_250m_16_days_NDVI,aid0001,2001-03-22,475871.0,-0.1964,0.9955,"(-0.1964,0.9955)",0.5311,0.1104,0.0122,0.6045,0.7981,0.5403,0.2815,0.4753
MOD13Q1_006__250m_16_days_NDVI_doy2001097_aid0001,_250m_16_days_NDVI,aid0001,2001-04-07,473057.0,-0.1285,0.999,"(-0.1285,0.999)",0.538,0.1871,0.035,0.6655,0.9676,0.5854,0.1608,0.4636
MOD13Q1_006__250m_16_days_NDVI_doy2001113_aid0001,_250m_16_days_NDVI,aid0001,2001-04-23,476191.0,0.0697,0.9929,"(0.0697,0.9929)",0.6793,0.0888,0.0079,0.737,0.8806,0.6975,0.4958,0.6405
MOD13Q1_006__250m_16_days_NDVI_doy2001129_aid0001,_250m_16_days_NDVI,aid0001,2001-05-09,475986.0,0.0607,0.9974,"(0.0607,0.9974)",0.7737,0.103,0.0106,0.8481,0.9974,0.7978,0.5399,0.7248
MOD13Q1_006__250m_16_days_NDVI_doy2001145_aid0001,_250m_16_days_NDVI,aid0001,2001-05-25,473708.0,0.002,0.9992,"(0.002,0.9992)",0.7615,0.1437,0.0207,0.8597,0.9992,0.7971,0.4795,0.7076
MOD13Q1_006__250m_16_days_NDVI_doy2001161_aid0001,_250m_16_days_NDVI,aid0001,2001-06-10,473189.0,-0.0311,0.9994,"(-0.0311,0.9994)",0.5885,0.2441,0.0596,0.7917,0.9994,0.6398,-0.0311,0.4137
MOD13Q1_006__250m_16_days_NDVI_doy2001177_aid0001,_250m_16_days_NDVI,aid0001,2001-06-26,476111.0,0.0026,0.9994,"(0.0026,0.9994)",0.7408,0.1234,0.0152,0.8488,0.9994,0.7526,0.3578,0.6524
MOD13Q1_006__250m_16_days_NDVI_doy2001193_aid0001,_250m_16_days_NDVI,aid0001,2001-07-12,475896.0,-0.0541,0.9995,"(-0.0541,0.9995)",0.6887,0.1621,0.0263,0.8364,0.9995,0.7149,0.1491,0.5569
MOD13Q1_006__250m_16_days_NDVI_doy2001209_aid0001,_250m_16_days_NDVI,aid0001,2001-07-28,476162.0,-0.0976,0.9972,"(-0.0976,0.9972)",0.6613,0.1852,0.0343,0.84,0.9972,0.6821,0.0118,0.5053
MOD13Q1_006__250m_16_days_NDVI_doy2001225_aid0001,_250m_16_days_NDVI,aid0001,2001-08-13,476193.0,-0.1831,0.9393,"(-0.1831,0.9393)",0.6542,0.1979,0.0392,0.8432,0.9393,0.6865,-0.0392,0.4845
MOD13Q1_006__250m_16_days_NDVI_doy2001241_aid0001,_250m_16_days_NDVI,aid0001,2001-08-29,475925.0,-0.1873,0.9967,"(-0.1873,0.9967)",0.6313,0.192,0.0369,0.8093,0.9967,0.6495,-0.018,0.475
MOD13Q1_006__250m_16_days_NDVI_doy2001257_aid0001,_250m_16_days_NDVI,aid0001,2001-09-14,472966.0,-0.1941,0.9994,"(-0.1941,0.9994)",0.6127,0.2029,0.0412,0.7842,0.9994,0.6402,0.0225,0.4795
MOD13Q1_006__250m_16_days_NDVI_doy2001273_aid0001,_250m_16_days_NDVI,aid0001,2001-09-30,474616.0,-0.1634,0.9993,"(-0.1634,0.9993)",0.6283,0.1596,0.0255,0.7845,0.9993,0.6064,0.0902,0.5066
MOD13Q1_006__250m_16_days_NDVI_doy2001289_aid0001,_250m_16_days_NDVI,aid0001,2001-10-16,475658.0,-0.0756,0.9961,"(-0.0756,0.9961)",0.6064,0.1286,0.0165,0.7094,0.9916,0.6228,0.2382,0.5209
MOD13Q1_006__250m_16_days_NDVI_doy2001305_aid0001,_250m_16_days_NDVI,aid0001,2001-11-01,476051.0,-0.1843,0.9832,"(-0.1843,0.9832)",0.6469,0.1031,0.0106,0.7203,0.9066,0.662,0.4083,0.5955
MOD13Q1_006__250m_16_days_NDVI_doy2001321_aid0001,_250m_16_days_NDVI,aid0001,2001-11-17,469217.0,-0.1881,0.9988,"(-0.1881,0.9988)",0.2675,0.2595,0.0673,0.4949,0.9988,0.156,-0.1881,0.045
MOD13Q1_006__250m_16_days_NDVI_doy2001337_aid0001,_250m_16_days_NDVI,aid0001,2001-12-03,475983.0,-0.1854,0.9943,"(-0.1854,0.9943)",0.5576,0.1177,0.0139,0.6336,0.8482,0.5676,0.2759,0.4905
MOD13Q1_006__250m_16_days_NDVI_doy2001353_aid0001,_250m_16_days_NDVI,aid0001,2001-12-19,475317.0,-0.1993,0.9989,"(-0.1993,0.9989)",0.1184,0.168,0.0282,0.2081,0.5274,0.0399,-0.1993,-0.0048
MOD13Q1_006__250m_16_days_NDVI_doy2002001_aid0001,_250m_16_days_NDVI,aid0001,2002-01-01,467792.0,-0.1993,0.9987,"(-0.1993,0.9987)",0.1008,0.1563,0.0244,0.1829,0.4703,0.0246,-0.1993,-0.0087
MOD13Q1_006__250m_16_days_NDVI_doy2002017_aid0001,_250m_16_days_NDVI,aid0001,2002-01-17,474109.0,-0.1997,0.9966,"(-0.1997,0.9966)",0.421,0.176,0.031,0.5391,0.8689,0.4519,-0.0111,0.319
MOD13Q1_006__250m_16_days_NDVI_doy2002033_aid0001,_250m_16_days_NDVI,aid0001,2002-02-02,475927.0,-0.1997,0.8692,"(-0.1997,0.8692)",0.5254,0.1178,0.0139,0.5996,0.8135,0.5319,0.2431,0.457
MOD13Q1_006__250m_16_days_NDVI_doy2002049_aid0001,_250m_16_days_NDVI,aid0001,2002-02-18,473927.0,-0.1941,0.9987,"(-0.1941,0.9987)",0.4687,0.1607,0.0258,0.5693,0.8183,0.4953,0.1543,0.4033
MOD13Q1_006__250m_16_days_NDVI_doy2002065_aid0001,_250m_16_days_NDVI,aid0001,2002-03-06,476139.0,-0.1985,0.9986,"(-0.1985,0.9986)",0.5023,0.1059,0.0112,0.572,0.7725,0.5092,0.2378,0.4383
MOD13Q1_006__250m_16_days_NDVI_doy2002081_aid0001,_250m_16_days_NDVI,aid0001,2002-03-22,476182.0,-0.1991,0.8346,"(-0.1991,0.8346)",0.5651,0.1036,0.0107,0.639,0.8346,0.5749,0.3083,0.5067
MOD13Q1_006__250m_16_days_NDVI_doy2002097_aid0001,_250m_16_days_NDVI,aid0001,2002-04-07,476172.0,-0.1841,0.9849,"(-0.1841,0.9849)",0.5769,0.0973,0.0095,0.6457,0.833,0.5849,0.3335,0.5208
MOD13Q1_006__250m_16_days_NDVI_doy2002113_aid0001,_250m_16_days_NDVI,aid0001,2002-04-23,475395.0,-0.0128,0.9993,"(-0.0128,0.9993)",0.6587,0.1532,0.0235,0.7611,0.9935,0.7049,0.3714,0.6052
MOD13Q1_006__250m_16_days_NDVI_doy2002129_aid0001,_250m_16_days_NDVI,aid0001,2002-05-09,476114.0,0.025,0.9975,"(0.025,0.9975)",0.7632,0.1,0.01,0.8332,0.9975,0.787,0.5522,0.7208
MOD13Q1_006__250m_16_days_NDVI_doy2002145_aid0001,_250m_16_days_NDVI,aid0001,2002-05-25,476018.0,-0.004,0.9956,"(-0.004,0.9956)",0.8058,0.0952,0.0091,0.8726,0.9956,0.8299,0.6066,0.7662
MOD13Q1_006__250m_16_days_NDVI_doy2002161_aid0001,_250m_16_days_NDVI,aid0001,2002-06-10,476101.0,-0.0331,0.994,"(-0.0331,0.994)",0.7834,0.103,0.0106,0.8671,0.994,0.797,0.5054,0.7224
MOD13Q1_006__250m_16_days_NDVI_doy2002177_aid0001,_250m_16_days_NDVI,aid0001,2002-06-26,476040.0,0.0259,0.9981,"(0.0259,0.9981)",0.7129,0.1381,0.0191,0.8392,0.9981,0.7242,0.253,0.6047
MOD13Q1_006__250m_16_days_NDVI_doy2002193_aid0001,_250m_16_days_NDVI,aid0001,2002-07-12,475083.0,-0.1085,0.9994,"(-0.1085,0.9994)",0.6718,0.1749,0.0306,0.8349,0.9994,0.6897,0.0887,0.5364
MOD13Q1_006__250m_16_days_NDVI_doy2002209_aid0001,_250m_16_days_NDVI,aid0001,2002-07-28,475881.0,-0.1078,0.9994,"(-0.1078,0.9994)",0.6798,0.1763,0.0311,0.8424,0.9994,0.7142,0.0884,0.537
MOD13Q1_006__250m_16_days_NDVI_doy2002225_aid0001,_250m_16_days_NDVI,aid0001,2002-08-13,476129.0,-0.1389,0.9923,"(-0.1389,0.9923)",0.6828,0.1627,0.0265,0.832,0.9923,0.7146,0.1357,0.5525
MOD13Q1_006__250m_16_days_NDVI_doy2002241_aid0001,_250m_16_days_NDVI,aid0001,2002-08-29,476161.0,-0.1935,0.9811,"(-0.1935,0.9811)",0.6838,0.1673,0.028,0.8369,0.9811,0.7197,0.1338,0.5546
MOD13Q1_006__250m_16_days_NDVI_doy2002257_aid0001,_250m_16_days_NDVI,aid0001,2002-09-14,475444.0,-0.1842,0.9983,"(-0.1842,0.9983)",0.6642,0.1602,0.0257,0.8076,0.9983,0.6884,0.1494,0.5443
MOD13Q1_006__250m_16_days_NDVI_doy2002273_aid0001,_250m_16_days_NDVI,aid0001,2002-09-30,476194.0,-0.183,0.9234,"(-0.183,0.9234)",0.6581,0.1591,0.0253,0.8025,0.9234,0.6913,0.1348,0.535
MOD13Q1_006__250m_16_days_NDVI_doy2002289_aid0001,_250m_16_days_NDVI,aid0001,2002-10-16,468703.0,-0.1956,0.9983,"(-0.1956,0.9983)",0.4535,0.2173,0.0472,0.626,0.9983,0.4926,-0.1956,0.2848
MOD13Q1_006__250m_16_days_NDVI_doy2002305_aid0001,_250m_16_days_NDVI,aid0001,2002-11-01,470530.0,-0.1822,0.9987,"(-0.1822,0.9987)",0.4446,0.2307,0.0532,0.6297,0.9987,0.4983,-0.1822,0.2502
MOD13Q1_006__250m_16_days_NDVI_doy2002321_aid0001,_250m_16_days_NDVI,aid0001,2002-11-17,474949.0,-0.1253,0.9986,"(-0.1253,0.9986)",0.5309,0.1606,0.0258,0.6326,0.8596,0.5673,0.2539,0.4811
MOD13Q1_006__250m_16_days_NDVI_doy2002337_aid0001,_250m_16_days_NDVI,aid0001,2002-12-03,476129.0,-0.1945,0.9973,"(-0.1945,0.9973)",0.5459,0.122,0.0149,0.6279,0.8679,0.5545,0.2279,0.4679
MOD13Q1_006__250m_16_days_NDVI_doy2002353_aid0001,_250m_16_days_NDVI,aid0001,2002-12-19,476116.0,-0.1518,0.9984,"(-0.1518,0.9984)",0.381,0.2191,0.048,0.5562,0.9984,0.407,-0.1518,0.1669
MOD13Q1_006__250m_16_days_NDVI_doy2003001_aid0001,_250m_16_days_NDVI,aid0001,2003-01-01,465653.0,-0.1964,0.9987,"(-0.1964,0.9987)",0.1976,0.1872,0.035,0.2649,0.5569,0.1252,-0.1964,0.0702
MOD13Q1_006__250m_16_days_NDVI_doy2003017_aid0001,_250m_16_days_NDVI,aid0001,2003-01-17,474384.0,-0.1925,0.9973,"(-0.1925,0.9973)",0.4359,0.1797,0.0323,0.5562,0.8727,0.4551,0.0287,0.3452
MOD13Q1_006__250m_16_days_NDVI_doy2003033_aid0001,_250m_16_days_NDVI,aid0001,2003-02-02,474938.0,-0.1864,0.9989,"(-0.1864,0.9989)",0.1839,0.1855,0.0344,0.2996,0.6995,0.1244,-0.1864,0.033
MOD13Q1_006__250m_16_days_NDVI_doy2003049_aid0001,_250m_16_days_NDVI,aid0001,2003-02-18,475623.0,-0.167,0.9988,"(-0.167,0.9988)",0.2772,0.1911,0.0365,0.4019,0.8418,0.2865,-0.167,0.1086
MOD13Q1_006__250m_16_days_NDVI_doy2003065_aid0001,_250m_16_days_NDVI,aid0001,2003-03-06,476184.0,-0.1927,0.8151,"(-0.1927,0.8151)",0.4381,0.1192,0.0142,0.5199,0.7756,0.434,0.0877,0.347
MOD13Q1_006__250m_16_days_NDVI_doy2003081_aid0001,_250m_16_days_NDVI,aid0001,2003-03-22,476171.0,-0.1897,0.8127,"(-0.1897,0.8127)",0.4408,0.1258,0.0158,0.5239,0.7914,0.438,0.0788,0.3455
MOD13Q1_006__250m_16_days_NDVI_doy2003097_aid0001,_250m_16_days_NDVI,aid0001,2003-04-07,476189.0,-0.1728,0.9791,"(-0.1728,0.9791)",0.5049,0.1101,0.0121,0.5825,0.8042,0.5129,0.213,0.4347
MOD13Q1_006__250m_16_days_NDVI_doy2003113_aid0001,_250m_16_days_NDVI,aid0001,2003-04-23,476187.0,-0.1211,0.9923,"(-0.1211,0.9923)",0.6284,0.1088,0.0118,0.7109,0.9407,0.6429,0.3272,0.5574
MOD13Q1_006__250m_16_days_NDVI_doy2003129_aid0001,_250m_16_days_NDVI,aid0001,2003-05-09,472891.0,-0.0096,0.9995,"(-0.0096,0.9995)",0.6812,0.1882,0.0354,0.81,0.9995,0.7307,0.3155,0.6122
MOD13Q1_006__250m_16_days_NDVI_doy2003145_aid0001,_250m_16_days_NDVI,aid0001,2003-05-25,476188.0,0.1155,0.9944,"(0.1155,0.9944)",0.7797,0.107,0.0115,0.8605,0.9944,0.808,0.5175,0.7233
MOD13Q1_006__250m_16_days_NDVI_doy2003161_aid0001,_250m_16_days_NDVI,aid0001,2003-06-10,476161.0,-0.1076,0.9965,"(-0.1076,0.9965)",0.7261,0.1327,0.0176,0.8472,0.9965,0.7391,0.2892,0.6239
MOD13Q1_006__250m_16_days_NDVI_doy2003177_aid0001,_250m_16_days_NDVI,aid0001,2003-06-26,476186.0,-0.1634,0.9508,"(-0.1634,0.9508)",0.6749,0.1727,0.0298,0.8403,0.9508,0.6932,0.0659,0.5295
MOD13Q1_006__250m_16_days_NDVI_doy2003193_aid0001,_250m_16_days_NDVI,aid0001,2003-07-12,476152.0,-0.1282,0.9917,"(-0.1282,0.9917)",0.6195,0.1944,0.0378,0.8143,0.9917,0.6218,-0.0331,0.4495
MOD13Q1_006__250m_16_days_NDVI_doy2003209_aid0001,_250m_16_days_NDVI,aid0001,2003-07-28,476194.0,0.0019,0.932,"(0.0019,0.932)",0.6055,0.189,0.0357,0.7907,0.932,0.6131,0.0019,0.4389
MOD13Q1_006__250m_16_days_NDVI_doy2003225_aid0001,_250m_16_days_NDVI,aid0001,2003-08-13,476159.0,-0.0955,0.9877,"(-0.0955,0.9877)",0.5616,0.2018,0.0407,0.7659,0.9877,0.544,-0.0955,0.3824
MOD13Q1_006__250m_16_days_NDVI_doy2003241_aid0001,_250m_16_days_NDVI,aid0001,2003-08-29,476042.0,-0.1964,0.9938,"(-0.1964,0.9938)",0.577,0.2012,0.0405,0.7807,0.9938,0.575,-0.1571,0.398
MOD13Q1_006__250m_16_days_NDVI_doy2003257_aid0001,_250m_16_days_NDVI,aid0001,2003-09-14,476189.0,-0.1824,0.9743,"(-0.1824,0.9743)",0.5965,0.2034,0.0414,0.7993,0.9743,0.6174,-0.1472,0.4132
MOD13Q1_006__250m_16_days_NDVI_doy2003273_aid0001,_250m_16_days_NDVI,aid0001,2003-09-30,476179.0,-0.1941,0.9703,"(-0.1941,0.9703)",0.6114,0.1724,0.0297,0.7693,0.9703,0.649,0.0224,0.4698
MOD13Q1_006__250m_16_days_NDVI_doy2003289_aid0001,_250m_16_days_NDVI,aid0001,2003-10-16,476158.0,-0.197,0.9855,"(-0.197,0.9855)",0.5975,0.1709,0.0292,0.751,0.9855,0.6371,0.0276,0.4583
MOD13Q1_006__250m_16_days_NDVI_doy2003305_aid0001,_250m_16_days_NDVI,aid0001,2003-11-01,476180.0,-0.1145,0.8633,"(-0.1145,0.8633)",0.5205,0.1192,0.0142,0.6072,0.8547,0.5462,0.1925,0.4413
MOD13Q1_006__250m_16_days_NDVI_doy2003321_aid0001,_250m_16_days_NDVI,aid0001,2003-11-17,475266.0,-0.0963,0.9987,"(-0.0963,0.9987)",0.3702,0.1703,0.029,0.4862,0.8355,0.3787,-0.0963,0.2517
MOD13Q1_006__250m_16_days_NDVI_doy2003337_aid0001,_250m_16_days_NDVI,aid0001,2003-12-03,475848.0,-0.1986,0.9978,"(-0.1986,0.9978)",0.539,0.1265,0.016,0.6256,0.8838,0.5493,0.1951,0.4534
MOD13Q1_006__250m_16_days_NDVI_doy2003353_aid0001,_250m_16_days_NDVI,aid0001,2003-12-19,476194.0,-0.07,0.9986,"(-0.07,0.9986)",0.436,0.1606,0.0258,0.5509,0.8884,0.4472,-0.0119,0.3257
MOD13Q1_006__250m_16_days_NDVI_doy2004001_aid0001,_250m_16_days_NDVI,aid0001,2004-01-01,465961.0,-0.1822,0.9989,"(-0.1822,0.9989)",0.3409,0.2137,0.0457,0.5,0.9989,0.3586,-0.1822,0.1496
MOD13Q1_006__250m_16_days_NDVI_doy2004017_aid0001,_250m_16_days_NDVI,aid0001,2004-01-17,471502.0,-0.1831,0.9985,"(-0.1831,0.9985)",0.1851,0.1915,0.0367,0.3021,0.7059,0.1125,-0.1831,0.0329
MOD13Q1_006__250m_16_days_NDVI_doy2004033_aid0001,_250m_16_days_NDVI,aid0001,2004-02-02,475796.0,-0.095,0.9974,"(-0.095,0.9974)",0.4826,0.1484,0.022,0.5804,0.8401,0.5014,0.1472,0.4071
MOD13Q1_006__250m_16_days_NDVI_doy2004049_aid0001,_250m_16_days_NDVI,aid0001,2004-02-18,476100.0,-0.187,0.9953,"(-0.187,0.9953)",0.4882,0.1371,0.0188,0.5765,0.8251,0.5031,0.162,0.4107
MOD13Q1_006__250m_16_days_NDVI_doy2004065_aid0001,_250m_16_days_NDVI,aid0001,2004-03-05,476186.0,-0.1757,0.9653,"(-0.1757,0.9653)",0.4852,0.0979,0.0096,0.5447,0.7254,0.4891,0.2435,0.4242
MOD13Q1_006__250m_16_days_NDVI_doy2004081_aid0001,_250m_16_days_NDVI,aid0001,2004-03-21,476179.0,-0.1809,0.8437,"(-0.1809,0.8437)",0.5351,0.0992,0.0098,0.604,0.794,0.5404,0.287,0.4772
MOD13Q1_006__250m_16_days_NDVI_doy2004097_aid0001,_250m_16_days_NDVI,aid0001,2004-04-06,476114.0,-0.1985,0.9969,"(-0.1985,0.9969)",0.5877,0.1006,0.0101,0.659,0.8556,0.5948,0.3303,0.5275
MOD13Q1_006__250m_16_days_NDVI_doy2004113_aid0001,_250m_16_days_NDVI,aid0001,2004-04-22,476036.0,0.0375,0.9937,"(0.0375,0.9937)",0.6865,0.0988,0.0098,0.7533,0.931,0.7066,0.4543,0.6337
MOD13Q1_006__250m_16_days_NDVI_doy2004129_aid0001,_250m_16_days_NDVI,aid0001,2004-05-08,474685.0,0.0032,0.9993,"(0.0032,0.9993)",0.7266,0.1443,0.0208,0.821,0.9993,0.7672,0.4643,0.6783
MOD13Q1_006__250m_16_days_NDVI_doy2004145_aid0001,_250m_16_days_NDVI,aid0001,2004-05-24,476142.0,0.0306,0.9992,"(0.0306,0.9992)",0.7676,0.0976,0.0095,0.8355,0.9992,0.7921,0.5613,0.7258
MOD13Q1_006__250m_16_days_NDVI_doy2004161_aid0001,_250m_16_days_NDVI,aid0001,2004-06-09,472778.0,-0.0691,0.9995,"(-0.0691,0.9995)",0.7236,0.1629,0.0265,0.8298,0.9995,0.7694,0.4381,0.6731
MOD13Q1_006__250m_16_days_NDVI_doy2004177_aid0001,_250m_16_days_NDVI,aid0001,2004-06-25,475697.0,0.0171,0.9982,"(0.0171,0.9982)",0.7392,0.1015,0.0103,0.8145,0.9982,0.7522,0.4778,0.6798
MOD13Q1_006__250m_16_days_NDVI_doy2004193_aid0001,_250m_16_days_NDVI,aid0001,2004-07-11,475535.0,0.0012,0.9989,"(0.0012,0.9989)",0.7083,0.1293,0.0167,0.816,0.9989,0.7284,0.3283,0.6209
MOD13Q1_006__250m_16_days_NDVI_doy2004209_aid0001,_250m_16_days_NDVI,aid0001,2004-07-27,476120.0,-0.1665,0.9886,"(-0.1665,0.9886)",0.656,0.1663,0.0276,0.8105,0.9886,0.6818,0.0806,0.5184
MOD13Q1_006__250m_16_days_NDVI_doy2004225_aid0001,_250m_16_days_NDVI,aid0001,2004-08-12,475870.0,-0.1644,0.9994,"(-0.1644,0.9994)",0.6561,0.1761,0.031,0.8166,0.9994,0.691,0.0667,0.5166
MOD13Q1_006__250m_16_days_NDVI_doy2004241_aid0001,_250m_16_days_NDVI,aid0001,2004-08-28,476137.0,-0.1886,0.9981,"(-0.1886,0.9981)",0.6781,0.163,0.0266,0.82,0.9981,0.725,0.156,0.554
MOD13Q1_006__250m_16_days_NDVI_doy2004257_aid0001,_250m_16_days_NDVI,aid0001,2004-09-13,473410.0,-0.0617,0.999,"(-0.0617,0.999)",0.6026,0.1916,0.0367,0.764,0.999,0.6263,0.039,0.474
